Canonical_SMILES,Standardized_SMILES,Toxicity_Value
Cc1ccsc1-c1nc(-c2ccccc2)c(-c2ccccc2)[nH]1,Cc1ccsc1-c1nc(-c2ccccc2)c(-c2ccccc2)[nH]1,0
O=C(c1cc(Br)ccc1O)c1cc(Br)ccc1O,O=C(c1cc(Br)ccc1O)c1cc(Br)ccc1O,1
COc1ccc(N2CCN(C(CNC(=O)C3CCCCC3)c3cccnc3)CC2)cc1,COc1ccc(N2CCN(C(CNC(=O)C3CCCCC3)c3cccnc3)CC2)cc1,1
C=CCOC(=O)/C=C\C(=O)OCC=C,C=CCOC(=O)/C=C\C(=O)OCC=C,0
COCCN(C(=O)c1ccco1)c1nnc(-c2ccc(OC)cc2)s1,COCCN(C(=O)c1ccco1)c1nnc(-c2ccc(OC)cc2)s1,1
Cc1cc([N+](=O)[O-])nn1Cc1ccccc1F,Cc1cc([N+](=O)[O-])nn1Cc1ccccc1F,1
O=C([O-])CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1.[Na+],O=C(O)CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,0
COc1ccc(S(=O)(=O)Nc2cccc(Cl)c2)cc1OC,COc1ccc(S(=O)(=O)Nc2cccc(Cl)c2)cc1OC,1
Clc1cccc2ccccc12,Clc1cccc2ccccc12,1
Cc1c2cnccc2c(C)c2c1c1ccccc1n2CCOC(=O)c1ccccc1,Cc1c2cnccc2c(C)c2c1c1ccccc1n2CCOC(=O)c1ccccc1,1
Cn1cnc([N+](=O)[O-])c1SCC(=O)O,Cn1cnc([N+](=O)[O-])c1SCC(=O)O,0
COC(=O)c1[nH]c2ccc(Br)cc2c1NC(=O)CN1CCN(C2CCCCC2)CC1,COC(=O)c1[nH]c2ccc(Br)cc2c1NC(=O)CN1CCN(C2CCCCC2)CC1,1
CN(C(=S)Nc1ccccc1F)C1(c2ccccc2Cl)CCCCC1=O,CN(C(=S)Nc1ccccc1F)C1(c2ccccc2Cl)CCCCC1=O,1
CC1(C)CN(c2ccccc2)N(C(=O)c2ccc(F)cc2)C1=O,CC1(C)CN(c2ccccc2)N(C(=O)c2ccc(F)cc2)C1=O,1
COc1ccc(OCCn2c(C)c(/C=N/n3cnnc3)c3ccccc32)cc1,COc1ccc(OCCn2c(C)c(/C=N/n3cnnc3)c3ccccc32)cc1,1
CCOC(=O)[C@]1(C(NC(=O)OC)c2ccccc2)CCCC1=O,CCOC(=O)[C@]1(C(NC(=O)OC)c2ccccc2)CCCC1=O,1
Cc1ccc(/C(=C/CN2CCCC2)c2ccccn2)cc1,Cc1ccc(/C(=C/CN2CCCC2)c2ccccn2)cc1,0
CS(=O)(=O)N1CCC2(CCCN(c3ccncc3)C2)CC1,CS(=O)(=O)N1CCC2(CCCN(c3ccncc3)C2)CC1,1
COc1ccc(S(=O)(=O)N2CCC(NC(=O)Nc3ccc(C)cc3)CC2)cc1,COc1ccc(S(=O)(=O)N2CCC(NC(=O)Nc3ccc(C)cc3)CC2)cc1,1
Cc1ccc(NCCC(=O)c2ccc(Cl)c(Cl)c2)cc1,Cc1ccc(NCCC(=O)c2ccc(Cl)c(Cl)c2)cc1,1
C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O,0
O=[N+]([O-])c1ccc(C2=Nn3c(nnc3-c3ccc(Cl)cc3)SC2)o1,O=[N+]([O-])c1ccc(C2=Nn3c(nnc3-c3ccc(Cl)cc3)SC2)o1,1
Oc1[nH]c2ccccc2c1/C=N/c1nccs1,Oc1[nH]c2ccccc2c1/C=N/c1nccs1,1
O=C(O)C1C(C(=O)O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,O=C(O)C1C(C(=O)O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,0
O=C(Nc1ccc(Cl)cc1)OCc1cc(-c2ccccc2)on1,O=C(Nc1ccc(Cl)cc1)OCc1cc(-c2ccccc2)on1,1
C[C@@H](/C=C\c1cccc(Oc2ccc(F)cc2)c1)N(O)C(N)=O,C[C@@H](/C=C\c1cccc(Oc2ccc(F)cc2)c1)N(O)C(N)=O,1
O=S(=O)(C=C(c1ccccc1)c1ccccc1)c1ccccc1,O=S(=O)(C=C(c1ccccc1)c1ccccc1)c1ccccc1,1
N=C(N)NCCSSCCNC(=N)N,N=C(N)NCCSSCCNC(=N)N,0
O=C(Nc1ccncc1)c1cc([N+](=O)[O-])ccc1Cl,O=C(Nc1ccncc1)c1cc([N+](=O)[O-])ccc1Cl,1
CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,1
O=[N+]([O-])c1cccc(CSc2nc(O)c3nc[nH]c3n2)c1,O=[N+]([O-])c1cccc(CSc2nc(O)c3nc[nH]c3n2)c1,0
C=CCSc1nc(Oc2ccccc2)c2sccc2n1,C=CCSc1nc(Oc2ccccc2)c2sccc2n1,1
CN[C@@H]1[C@@H]2CN3CC[C@@H](O2)[C@H]13,CN[C@H]1[C@H]2[C@H]3CCN2C[C@@H]1O3,0
Cc1ccc(C(N)=O)cc1N,Cc1ccc(C(N)=O)cc1N,0
COC(=O)c1ccccc1,COC(=O)c1ccccc1,0
CNC(C)Cc1ccccc1OC,CNC(C)Cc1ccccc1OC,0
COc1cnc(-c2ccccn2)nc1Oc1ccc(Cl)c2ccccc12,COc1cnc(-c2ccccn2)nc1Oc1ccc(Cl)c2ccccc12,1
O=C(O)Cn1c(-c2ccccc2)nc2ccccc21,O=C(O)Cn1c(-c2ccccc2)nc2ccccc21,0
Cc1noc(C)c1-c1ccc2ncnc(N(C)Cc3ccco3)c2c1,Cc1noc(C)c1-c1ccc2ncnc(N(C)Cc3ccco3)c2c1,1
C/C(=N\OC(=O)NC(C)C)c1sc(-c2ccccc2)nc1C,C/C(=N\OC(=O)NC(C)C)c1sc(-c2ccccc2)nc1C,1
Cc1cc([N+](=O)[O-])nn1CC(=O)NNC(=S)Nc1ccc([N+](=O)[O-])cc1,Cc1cc([N+](=O)[O-])nn1CC(=O)NNC(=S)Nc1ccc([N+](=O)[O-])cc1,1
O=C(Nc1ccc(-c2cn3ccccc3n2)cc1)c1ccc(Cl)cc1,O=C(Nc1ccc(-c2cn3ccccc3n2)cc1)c1ccc(Cl)cc1,1
COC(=O)C1(S(=O)(=O)c2ccc(C)cc2)CCOCC1,COC(=O)C1(S(=O)(=O)c2ccc(C)cc2)CCOCC1,1
C=CCNc1nc(-c2ccc(Cl)cc2)cs1,C=CCNc1nc(-c2ccc(Cl)cc2)cs1,1
CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\Cc3ccccc3)[C@]2(C)[C@H]2C1=CC[C@H]1C(=O)N(CC)C(=O)[C@H]12,CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\Cc3ccccc3)[C@]2(C)[C@H]2C1=CC[C@H]1C(=O)N(CC)C(=O)[C@H]12,1
CO[C@H]1C[C@@H](O[C@H]2[C@@H](C)C(=O)O[C@@H](C)[C@@H](C)[C@@H](O)[C@@H](C)C(=O)[C@@]3(CO3)C[C@@H](C)[C@@H](O[C@@H]3O[C@@H](C)C[C@@H](N(C)C)[C@@H]3O)[C@H]2C)O[C@@H](C)[C@H]1O,CO[C@H]1C[C@@H](O[C@@H]2[C@H](C)[C@H](O[C@@H]3O[C@@H](C)C[C@@H](N(C)C)[C@@H]3O)[C@H](C)C[C@]3(CO3)C(=O)[C@H](C)[C@H](O)[C@H](C)[C@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@H]1O,0
CCC1(C)CC(CCNS(=O)(=O)c2ccc(C)cc2)(c2ccc(C)cc2)CCO1,CCC1(C)CC(CCNS(=O)(=O)c2ccc(C)cc2)(c2ccc(C)cc2)CCO1,1
Cc1nnc(N(C)C(=O)c2ccccn2)s1,Cc1nnc(N(C)C(=O)c2ccccn2)s1,0
CN(C)C(=O)c1ccc(-c2nccc(Nc3ccc(F)cc3)n2)cc1,CN(C)C(=O)c1ccc(-c2nccc(Nc3ccc(F)cc3)n2)cc1,0
Cc1ccccc1-c1cncnc1NCc1cccs1,Cc1ccccc1-c1cncnc1NCc1cccs1,1
CCOC(=O)c1sc(N(Cc2ccccc2)C(=O)CN2C(=O)CN(C)C2=O)nc1C,CCOC(=O)c1sc(N(Cc2ccccc2)C(=O)CN2C(=O)CN(C)C2=O)nc1C,1
Cc1ccc(OCC(=O)NNC(=O)CCc2ccccc2)cc1,Cc1ccc(OCC(=O)NNC(=O)CCc2ccccc2)cc1,0
CCN1CCC[C@@H](OC(=O)C(c2ccccc2)c2ccccc2)C1,CCN1CCC[C@@H](OC(=O)C(c2ccccc2)c2ccccc2)C1,0
Oc1c(C(O)(c2ccccc2)c2ccc3ccccc3c2O)ccc2ccccc12,Oc1c(C(O)(c2ccccc2)c2ccc3ccccc3c2O)ccc2ccccc12,1
COc1ccc(OCC2CC3C(CCC(C)C3c3ccc(Br)cc3)C(=O)O2)cc1,COc1ccc(OCC2CC3C(CCC(C)C3c3ccc(Br)cc3)C(=O)O2)cc1,0
O=[N+]([O-])c1ccc(NCCO)c(OCCO)c1,O=[N+]([O-])c1ccc(NCCO)c(OCCO)c1,0
COc1ccc(NC(=O)c2cc3sccc3n2Cc2ccc(F)cc2)cc1OC,COc1ccc(NC(=O)c2cc3sccc3n2Cc2ccc(F)cc2)cc1OC,1
COC(=O)CCC(=O)Nc1cccc2ccccc12,COC(=O)CCC(=O)Nc1cccc2ccccc12,0
C[C@H]1CC[C@]2(OC1)O[C@@H]1C[C@@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@@H]4CC(=O)[C@@]3(C)[C@H]1[C@@H]2C,C[C@H]1CC[C@]2(OC1)O[C@@H]1C[C@@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@@H]4CC(=O)[C@@]3(C)[C@H]1[C@@H]2C,0
COc1ccc(CNc2ncncc2-c2ccccc2CN(C)C)c(OC)c1,COc1ccc(CNc2ncncc2-c2ccccc2CN(C)C)c(OC)c1,1
C=CCNC(=S)N/N=C/c1ccc(-c2cc(Cl)ccc2Cl)o1,C=CCNC(=S)N/N=C/c1ccc(-c2cc(Cl)ccc2Cl)o1,0
O=C(NCC1CCCO1)C(c1cccnc1)N(C(=O)Cc1cccs1)c1ccccc1,O=C(NCC1CCCO1)C(c1cccnc1)N(C(=O)Cc1cccs1)c1ccccc1,1
CC(C)[C@@H](OCc1ccccc1)[C@H](C)/C=N\O[C@@H](C)c1cn([C@H](CO)Cc2ccccc2)nn1,CC(C)[C@@H](OCc1ccccc1)[C@H](C)/C=N\O[C@@H](C)c1cn([C@H](CO)Cc2ccccc2)nn1,0
O=C(O)c1nnsc1COCc1ccccc1,O=C(O)c1nnsc1COCc1ccccc1,0
Cc1cc(C)n(-c2cc(N3CCN(S(=O)(=O)c4ccc(C)c(C)c4)CC3)ccc2[N+](=O)[O-])n1,Cc1cc(C)n(-c2cc(N3CCN(S(=O)(=O)c4ccc(C)c(C)c4)CC3)ccc2[N+](=O)[O-])n1,1
CCSc1nc2ccccc2n1C(=O)/C=C\c1ccc(OC)c(OC)c1,CCSc1nc2ccccc2n1C(=O)/C=C\c1ccc(OC)c(OC)c1,1
CCCC(=O)N1CCN(c2ccc(NC(=O)C(C)(C)C)cc2)CC1,CCCC(=O)N1CCN(c2ccc(NC(=O)C(C)(C)C)cc2)CC1,0
O=[N+]([O-])c1ccc(N2CCCC2)cc1NCc1ccccc1,O=[N+]([O-])c1ccc(N2CCCC2)cc1NCc1ccccc1,1
N=C(NCc1ccc(Cl)cc1)SCCCc1c[nH]cn1,N=C(NCc1ccc(Cl)cc1)SCCCc1c[nH]cn1,1
CC[N+]1(CCOC(=O)C(O)(c2ccccc2)c2ccccc2)CCCCC1.[Br-],CC[N+]1(CCOC(=O)C(O)(c2ccccc2)c2ccccc2)CCCCC1,1
Nc1ccc(-c2sc(N)nc2-c2ccccc2)cc1,Nc1ccc(-c2sc(N)nc2-c2ccccc2)cc1,1
O=C(Nc1cnc(O)nc1O)Oc1ccccc1,O=C(Nc1cnc(O)nc1O)Oc1ccccc1,0
COc1ccccc1-c1cc(Nc2ccc(F)cc2)ncn1,COc1ccccc1-c1cc(Nc2ccc(F)cc2)ncn1,1
CSc1cccc(NC(=O)Nc2ccc(Cl)cc2)c1,CSc1cccc(NC(=O)Nc2ccc(Cl)cc2)c1,1
CSc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cccnc1)CC2,CSc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cccnc1)CC2,1
COc1ccc(N2C(=O)CCC(C(=O)Nc3ccccn3)C2c2ccc(OC)c(OC)c2)cc1,COc1ccc(N2C(=O)CCC(C(=O)Nc3ccccn3)C2c2ccc(OC)c(OC)c2)cc1,1
Cc1[nH]c2ccccc2c1-c1cc(-c2cc(-c3c(C)[nH]c4ccccc34)on2)no1,Cc1[nH]c2ccccc2c1-c1cc(-c2cc(-c3c(C)[nH]c4ccccc34)on2)no1,0
COc1cc(OC)cc(C(=O)NC(=S)Nc2ccc(Cl)c(C(=O)O)c2)c1,COc1cc(OC)cc(C(=O)NC(=S)Nc2ccc(Cl)c(C(=O)O)c2)c1,0
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@@H]2C1,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@@H]2C1,0
O=C(O)C(Br)Br,O=C(O)C(Br)Br,0
Nc1cccc2c(O)nnc(O)c12,Nc1cccc2c(O)nnc(O)c12,0
C=C(C)C(O)/C=C/c1ccc(Br)cc1,C=C(C)C(O)/C=C/c1ccc(Br)cc1,1
CN(C)C(=O)c1ccc(-c2nccc(N(C)Cc3ccco3)n2)cc1,CN(C)C(=O)c1ccc(-c2nccc(N(C)Cc3ccco3)n2)cc1,0
CC(O)(CS(=O)(=O)Cc1ccc(Cl)cc1)C(=O)Nc1cccc(C(F)(F)F)c1,CC(O)(CS(=O)(=O)Cc1ccc(Cl)cc1)C(=O)Nc1cccc(C(F)(F)F)c1,1
CC(C)CCn1c(N)c(C(=O)NCc2cccs2)c2nc3ccccc3nc21,CC(C)CCn1c(N)c(C(=O)NCc2cccs2)c2nc3ccccc3nc21,1
OCCSc1ccccc1,OCCSc1ccccc1,0
Clc1ccccc1-c1nc(NC2CCNCC2)c2ccccc2n1,Clc1ccccc1-c1nc(NC2CCNCC2)c2ccccc2n1,0
Cc1ccccc1OC1C=CC(C#Cc2ccc(Br)cc2)OC1CO,Cc1ccccc1OC1C=CC(C#Cc2ccc(Br)cc2)OC1CO,0
Clc1ccc(-c2nnc(-c3ccccc3)c(N3CCSCC3)n2)cc1,Clc1ccc(-c2nnc(-c3ccccc3)c(N3CCSCC3)n2)cc1,1
O=S(=O)([O-])CCCS(=O)(=O)[O-].[Na+].[Na+],O=S(=O)(O)CCCS(=O)(=O)O,0
O=C1[C@H]2[C@@H]3c4ccccc4[C@@H]([C@@H]2C(=O)N1c1ccc(OCc2ccccc2)cc1)[n+]1ccccc13,O=C1[C@@H]2[C@@H](C(=O)N1c1ccc(OCc3ccccc3)cc1)[C@@H]1c3ccccc3[C@@H]2[n+]2ccccc21,0
CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,0
CC(C)(Oc1ccc(Cl)cc1)C(=O)O,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,0
COc1cccc(-c2ccc3ncnc(NCCc4c[nH]c5ccc(OC)cc45)c3c2)c1,COc1cccc(-c2ccc3ncnc(NCCc4c[nH]c5ccc(OC)cc45)c3c2)c1,1
Cc1ccccc1C(=O)NNC(=O)c1ccoc1C,Cc1ccccc1C(=O)NNC(=O)c1ccoc1C,0
COc1ccc2nc(O)c(CN(CCc3ccccc3)C(C)=O)cc2c1,COc1ccc2nc(O)c(CN(CCc3ccccc3)C(C)=O)cc2c1,1
Cc1ccc(-c2noc(CN3CCN(C(c4ccccc4)c4ccccc4)CC3)n2)cc1,Cc1ccc(-c2noc(CN3CCN(C(c4ccccc4)c4ccccc4)CC3)n2)cc1,0
Cc1ccc(-c2cc(N)n(-c3ccc(C)cc3)n2)cc1,Cc1ccc(-c2cc(N)n(-c3ccc(C)cc3)n2)cc1,1
CCC[C@@](C)(COC(N)=O)COC(=O)NC(C)C,CCC[C@@](C)(COC(N)=O)COC(=O)NC(C)C,0
CCOC(=O)CC(=O)OCC,CCOC(=O)CC(=O)OCC,0
FC(F)(F)c1ccccc1-c1cncnc1NCc1cccnc1,FC(F)(F)c1ccccc1-c1cncnc1NCc1cccnc1,1
CCCN(CCC)C[C@@H]1CCCCN1CCNC(=O)N1c2ccccc2C(=O)Nc2cccnc21,CCCN(CCC)C[C@@H]1CCCCN1CCNC(=O)N1c2ccccc2C(=O)Nc2cccnc21,1
OCCN(CCO)c1ncnc2[nH]cnc12,OCCN(CCO)c1ncnc2[nH]cnc12,0
Cc1ccccc1Oc1ncnc2oc(-c3ccccc3)cc12,Cc1ccccc1Oc1ncnc2oc(-c3ccccc3)cc12,1
O=C(Oc1c(Br)cc(C(=S)N2CCOCC2)cc1Br)c1ccc(Cl)cc1,O=C(Oc1c(Br)cc(C(=S)N2CCOCC2)cc1Br)c1ccc(Cl)cc1,1
O=[N+]([O-])c1cccc(S(=O)(=O)NCCNS(=O)(=O)c2cccc([N+](=O)[O-])c2)c1,O=[N+]([O-])c1cccc(S(=O)(=O)NCCNS(=O)(=O)c2cccc([N+](=O)[O-])c2)c1,0
O=C1COc2ccc(NC(=O)N3CCN(c4ccccc4Cl)CC3)cc2N1,O=C1COc2ccc(NC(=O)N3CCN(c4ccccc4Cl)CC3)cc2N1,1
O=P(O)(COc1ccccc1)COc1ccccc1,O=P(O)(COc1ccccc1)COc1ccccc1,0
CC1CCN(C(=O)Oc2c(Cl)cc(Cl)c3cccnc23)CC1,CC1CCN(C(=O)Oc2c(Cl)cc(Cl)c3cccnc23)CC1,1
CCCCCCCCCCN,CCCCCCCCCCN,0
O=C(c1ccncc1)N1CCC2(CC1)CCN(c1cccc(-c3ccccc3)c1)CC2,O=C(c1ccncc1)N1CCC2(CC1)CCN(c1cccc(-c3ccccc3)c1)CC2,1
CCn1c2ccc(Cl)cc2c2nc3ccccc3nc21,CCn1c2ccc(Cl)cc2c2nc3ccccc3nc21,1
Cc1ccccc1-c1ccc2ncnc(-n3ccnc3)c2c1,Cc1ccccc1-c1ccc2ncnc(-n3ccnc3)c2c1,1
Cc1cc(Cl)ccc1Oc1ncc(-c2ccc(Cl)cc2)cn1,Cc1cc(Cl)ccc1Oc1ncc(-c2ccc(Cl)cc2)cn1,1
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O,1
c1ccc(N2CCN(CCCOc3ccc4c(c3)OCO4)CC2)cc1,c1ccc(N2CCN(CCCOc3ccc4c(c3)OCO4)CC2)cc1,1
CC1CCN(C(=S)c2ccc(O)cc2)CC1,CC1CCN(C(=S)c2ccc(O)cc2)CC1,1
CC[C@H](NC(C)C)[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,CC[C@H](NC(C)C)[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,0
CN(C)C(=S)[S-].[Na+],CN(C)C(=S)S,0
O=C(NCCNS(=O)(=O)c1ccc(Cl)cc1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,O=C(NCCNS(=O)(=O)c1ccc(Cl)cc1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,1
CC(=O)N[C@@H]1CONC1=O,CC(=O)N[C@@H]1CONC1=O,0
Cc1cc(C(=O)O)ccc1[N+](=O)[O-],Cc1cc(C(=O)O)ccc1[N+](=O)[O-],0
C=CCSc1nnc(-c2cc3c(C(F)(F)F)nn(C)c3s2)n1C,C=CCSc1nnc(-c2cc3c(C(F)(F)F)nn(C)c3s2)n1C,1
CCCCCC/C=C\CCCCCCCC(=O)O,CCCCCC/C=C\CCCCCCCC(=O)O,0
Cc1ccccc1CN1C2=NCCN2C(=O)C2=C1CCN(Cc1ccccc1)C2,Cc1ccccc1CN1C2=NCCN2C(=O)C2=C1CCN(Cc1ccccc1)C2,0
O=C(O)CCNCC(=O)O,O=C(O)CCNCC(=O)O,0
O=C(Cc1ccc2c(c1)CCCC2)Nc1ccccc1Br,O=C(Cc1ccc2c(c1)CCCC2)Nc1ccccc1Br,1
CN(Cc1ccco1)c1ncnc2ccc(-c3ccccc3C#N)cc12,CN(Cc1ccco1)c1ncnc2ccc(-c3ccccc3C#N)cc12,1
Cc1noc(C)c1COc1ccc(C(=O)NCC2CCCO2)cc1,Cc1noc(C)c1COc1ccc(C(=O)NCC2CCCO2)cc1,0
CC(C)(C)n1nnnc1C(c1cccnc1)N(Cc1ccccc1)Cc1ccco1,CC(C)(C)n1nnnc1C(c1cccnc1)N(Cc1ccccc1)Cc1ccco1,1
COc1ccc(C(=O)Nc2nc3c(s2)Cc2cc(OC)ccc2-3)cc1,COc1ccc(C(=O)Nc2nc3c(s2)Cc2cc(OC)ccc2-3)cc1,0
OCc1nnn(-c2cccc(C(F)(F)F)c2)c1CO,OCc1nnn(-c2cccc(C(F)(F)F)c2)c1CO,0
CCn1c(SCC(=O)NC(=O)NCc2ccco2)nnc1-c1cccs1,CCn1c(SCC(=O)NC(=O)NCc2ccco2)nnc1-c1cccs1,1
O=C(c1ccco1)N1CCC2(CCCN(Cc3ccncc3)C2)CC1,O=C(c1ccco1)N1CCC2(CCCN(Cc3ccncc3)C2)CC1,1
CSc1ccc2c(c1)[C@H](N1CCN(C)CC1)Cc1ccccc1S2,CSc1ccc2c(c1)[C@H](N1CCN(C)CC1)Cc1ccccc1S2,1
CN(C)C(=O)N1CCCC(C(=O)NCCc2ccccc2)C1,CN(C)C(=O)N1CCCC(C(=O)NCCc2ccccc2)C1,0
CCC(C)NC(=O)C1CCCN(C(=O)NC2CCCCC2)C1,CCC(C)NC(=O)C1CCCN(C(=O)NC2CCCCC2)C1,1
COC(=O)c1cc(OC)ccc1-c1ccc(OC)cc1,COC(=O)c1cc(OC)ccc1-c1ccc(OC)cc1,1
BrCCCCCBr,BrCCCCCBr,0
CCOC(=O)N1CCN(C(=O)CSCc2nc(-c3ccccc3F)oc2C)CC1,CCOC(=O)N1CCN(C(=O)CSCc2nc(-c3ccccc3F)oc2C)CC1,1
CC(C)(C)c1ccc(S(=O)(=O)/C=C\C#N)cc1,CC(C)(C)c1ccc(S(=O)(=O)/C=C\C#N)cc1,1
CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C,CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C,1
Cc1ccc(C(=O)c2cn(-c3ccc(F)c(Cl)c3)nn2)cc1,Cc1ccc(C(=O)c2cn(-c3ccc(F)c(Cl)c3)nn2)cc1,0
COc1ccc(CNc2ncncc2-c2ccoc2)c(OC)c1,COc1ccc(CNc2ncncc2-c2ccoc2)c(OC)c1,1
C[C@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@@H](C)N1,C[C@@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@H](C)N1,1
CCCOc1ccc(CSC(CC(=O)O)C(=O)O)cc1,CCCOc1ccc(CSC(CC(=O)O)C(=O)O)cc1,0
Brc1ccc(-c2nnc(-c3cccc(Br)c3)o2)cc1,Brc1ccc(-c2nnc(-c3cccc(Br)c3)o2)cc1,0
CS(=O)(=O)N1CCC2(CCCN(C(=O)Nc3ccccc3)C2)CC1,CS(=O)(=O)N1CCC2(CCCN(C(=O)Nc3ccccc3)C2)CC1,0
SC1=NC2=C(C(c3ccc(Br)cc3)N1)N1CCC2CC1,SC1=NC2=C(C(c3ccc(Br)cc3)N1)N1CCC2CC1,0
CC(C)(C)C(=O)NC(Nc1cccc2cccnc12)C(Cl)(Cl)Cl,CC(C)(C)C(=O)NC(Nc1cccc2cccnc12)C(Cl)(Cl)Cl,1
CC(=O)c1ccc(O)c(CN(C2CCCCC2)C2CCCCC2)c1O,CC(=O)c1ccc(O)c(CN(C2CCCCC2)C2CCCCC2)c1O,1
COC1C(O)C(C)O[C@H](OC2CC[C@@]3(C=O)C4CC[C@]5(C)C(C6=CC(=O)OC6)CC[C@@]5(O)C4CC[C@@H]3C2)C1O,COC1C(O)C(C)O[C@H](OC2CC[C@@]3(C=O)C4CC[C@]5(C)C(C6=CC(=O)OC6)CC[C@@]5(O)C4CC[C@@H]3C2)C1O,0
Nc1ccc(Cl)cc1[N+](=O)[O-],Nc1ccc(Cl)cc1[N+](=O)[O-],0
C[C@]12CC[C@H]3c4ccc(O)cc4CC[C@@H]3[C@H]1CC[C@@H]2OP(=O)(O)O,C[C@]12CC[C@H]3c4ccc(O)cc4CC[C@@H]3[C@H]1CC[C@@H]2OP(=O)(O)O,0
COc1ccc(C(=O)N/C(=C/c2cccs2)C(=O)NCCCn2ccnc2)cc1OC,COc1ccc(C(=O)N/C(=C/c2cccs2)C(=O)NCCCn2ccnc2)cc1OC,0
CCC(=O)Nc1nnc(SCC(=O)c2ccc3c(c2)Cc2ccccc2-3)s1,CCC(=O)Nc1nnc(SCC(=O)c2ccc3c(c2)Cc2ccccc2-3)s1,0
C#C[C@]1(O)CC[C@@H]2[C@H]3CCc4cc(OC)ccc4[C@@H]3CC[C@@]21C,C#C[C@]1(O)CC[C@@H]2[C@H]3CCc4cc(OC)ccc4[C@@H]3CC[C@@]21C,0
Cc1c(Cl)cc(C(C)(C)C)c(O)c1Cc1c(C)c(Cl)cc(C(C)(C)C)c1O,Cc1c(Cl)cc(C(C)(C)C)c(O)c1Cc1c(C)c(Cl)cc(C(C)(C)C)c1O,1
CC(C)c1ccccc1S(=O)c1ccccc1C(C)(C)O,CC(C)c1ccccc1[S+]([O-])c1ccccc1C(C)(C)O,0
CCCN(C/C=C\I)[C@@H]1CCc2cccc(O)c2C1,CCCN(C/C=C\I)[C@@H]1CCc2cccc(O)c2C1,0
COc1ccc(C(CC(=O)Nc2ccc(F)cc2)c2ccccc2)cc1,COc1ccc(C(CC(=O)Nc2ccc(F)cc2)c2ccccc2)cc1,1
O=C(CN1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1)Nc1ccc2c(c1)OCO2,O=C(CN1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1)Nc1ccc2c(c1)OCO2,1
CSc1nsc(SC)c1NC(=O)Nc1ccccn1,CSc1nsc(SC)c1NC(=O)Nc1ccccn1,1
